line,symbol,name,entry_date,exit_date,ret,cash_before,cash_after,source_variant,line_eval,variant
S,159611,电力ETF,2026-03-19,2026-04-02,-0.0455341506129596,9984.910137896297,9530.25573582046,,S,roll_q_profit_keep90
S,159992,创新药ETF,2026-04-03,2026-04-20,-0.0059031877213695,9530.25573582046,9473.996847179253,,S,roll_q_profit_keep90
S,159811,5G50ETF,2026-04-21,2026-05-08,0.0745296671490594,9473.996847179253,10180.09067877076,,S,roll_q_profit_keep90
S,159663,机床ETF,2026-05-11,2026-05-25,0.0690559440559441,10180.09067877076,10883.086451168394,,S,roll_q_profit_keep90
S,159813,半导体ETF鹏华,2026-05-26,2026-06-09,-0.1063583815028901,10883.086451168394,9725.57899046609,,S,roll_q_profit_keep90
S,159811,5G50ETF,2026-06-10,2026-06-25,0.1709376820034944,9725.57899046609,11388.04691923825,,S,roll_q_profit_keep90
S,159811,5G50ETF,2026-06-26,2026-07-10,-0.0844257996853696,11388.04691923825,10426.60195122705,,S,roll_q_profit_keep90
S,159992,创新药ETF,2026-07-16,2026-07-30,-0.086908690869087,10426.60195122705,9520.439625432839,,S,roll_q_profit_keep90
S,159766,旅游ETF,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,,S,roll_q_balanced_keep90
S,159852,软件ETF,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,,S,roll_q_balanced_keep90
S,159851,金融科技ETF,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,,S,roll_q_balanced_keep90
S,516970,基建ETF,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,,S,roll_q_balanced_keep90
S,516970,基建ETF,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,,S,roll_q_balanced_keep90
S,159887,银行ETF,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,,S,roll_q_balanced_keep90
S,162411,华宝油气LOF,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,,S,roll_q_balanced_keep90
S,162411,华宝油气LOF,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,,S,roll_q_balanced_keep90
S,162411,华宝油气LOF,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,,S,roll_q_balanced_keep90
S,501018,南方原油LOF,2023-09-07,2023-09-21,-0.0022189349112426,12113.952776073125,12087.072703345153,,S,roll_q_balanced_keep90
S,501018,南方原油LOF,2023-09-22,2023-10-16,-0.0160583941605839,12087.072703345153,11892.973725627202,,S,roll_q_balanced_keep90
S,159992,创新药ETF,2023-10-17,2023-10-31,0.0197674418604651,11892.973725627202,12128.067392296578,,S,roll_q_balanced_keep90
S,159992,创新药ETF,2023-11-01,2023-11-15,0.0137772675086107,12128.067392296578,12295.159021122707,,S,roll_q_balanced_keep90
S,159813,半导体ETF鹏华,2023-11-16,2023-11-30,-0.0234375000000001,12295.159021122707,12006.991231565142,,S,roll_q_balanced_keep90
S,560080,中药ETF,2023-12-01,2023-12-15,-0.0356550580431176,12006.991231565142,11578.881262280482,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2023-12-18,2024-01-02,-0.0924050632911392,11578.881262280482,10508.934006398867,,S,roll_q_balanced_keep90
S,159611,电力ETF,2024-01-03,2024-01-17,-0.0244988864142539,10508.934006398867,10251.476825841211,,S,roll_q_balanced_keep90
S,159930,能源ETF,2024-01-18,2024-02-01,0.0471327572663,10251.476825841211,10734.657194694686,,S,roll_q_balanced_keep90
S,159887,银行ETF,2024-02-02,2024-02-26,0.0428571428571427,10734.657194694686,11194.713931610171,,S,roll_q_balanced_keep90
S,159930,能源ETF,2024-02-27,2024-03-12,-0.0184931506849314,11194.713931610171,10987.688399998204,,S,roll_q_balanced_keep90
S,512400,有色金属ETF,2024-03-15,2024-03-29,0.0135527589545014,10987.688399998204,11136.60189235055,,S,roll_q_balanced_keep90
S,162411,华宝油气LOF,2024-04-01,2024-04-17,-0.0498866213151928,11136.60189235055,10581.0344510088,,S,roll_q_balanced_keep90
S,161226,白银LOF,2024-04-18,2024-05-07,-0.0478260869565217,10581.0344510088,10074.984977264901,,S,roll_q_balanced_keep90
S,159996,家电ETF,2024-05-08,2024-05-22,-0.0080645161290322,10074.984977264901,9993.735098415991,,S,roll_q_balanced_keep90
S,161226,白银LOF,2024-05-23,2024-06-06,0.0061601642710471,9993.735098415991,10055.298148303564,,S,roll_q_balanced_keep90
S,161226,白银LOF,2024-06-07,2024-06-24,-0.0429141716566866,10055.298148303564,9623.7833575081,,S,roll_q_balanced_keep90
S,501018,南方原油LOF,2024-06-26,2024-07-10,-0.0007616146230007,9623.7833575081,9616.453743374432,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2024-07-11,2024-07-25,-0.0774077407740775,9616.453743374432,8872.065784841396,,S,roll_q_balanced_keep90
S,159611,电力ETF,2024-07-26,2024-08-09,-0.0418648905803996,8872.065784841396,8500.637721536905,,S,roll_q_balanced_keep90
S,511260,十年国债ETF,2024-08-12,2024-08-26,0.0088593134631207,8500.637721536905,8575.947535748428,,S,roll_q_balanced_keep90
S,164701,贵金属LOF,2024-08-27,2024-09-10,-0.0157553290083409,8575.947535748428,8440.83066076444,,S,roll_q_balanced_keep90
S,164701,贵金属LOF,2024-09-11,2024-09-27,0.0420168067226891,8440.83066076444,8795.487411216729,,S,roll_q_balanced_keep90
S,159768,房地产ETF,2024-09-30,2024-10-21,-0.0913107511045656,8795.487411216729,7992.364849367777,,S,roll_q_balanced_keep90
S,159996,家电ETF,2024-10-22,2024-11-05,0.0029761904761904,7992.364849367777,8016.151649514705,,S,roll_q_balanced_keep90
S,164701,贵金属LOF,2024-11-06,2024-11-20,-0.0259291270527225,8016.151649514705,7808.299834920547,,S,roll_q_balanced_keep90
S,159852,软件ETF,2024-11-21,2024-12-05,0.0,7808.299834920547,7808.299834920547,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2024-12-06,2024-12-20,-0.0339366515837104,7808.299834920547,7543.312283961705,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2024-12-23,2025-01-07,-0.0949445129469791,7543.312283961705,6827.116173153996,,S,roll_q_balanced_keep90
S,501018,南方原油LOF,2025-01-08,2025-01-22,0.0147172734314486,6827.116173153996,6927.592708622569,,S,roll_q_balanced_keep90
S,501018,南方原油LOF,2025-01-23,2025-02-14,-0.0069071373752876,6927.592708622569,6879.742874104072,,S,roll_q_balanced_keep90
S,512980,传媒ETF,2025-02-17,2025-03-03,-0.0832408435072142,6879.742874104072,6307.067274150903,,S,roll_q_balanced_keep90
S,159852,软件ETF,2025-03-04,2025-03-18,0.0188679245283018,6307.067274150903,6426.0685434745055,,S,roll_q_balanced_keep90
S,159663,机床ETF,2025-03-19,2025-04-02,-0.0551839464882943,6426.0685434745055,6071.452720841297,,S,roll_q_balanced_keep90
S,518880,黄金ETF,2025-04-03,2025-04-18,0.068931491401184,6071.452720841297,6489.967011860665,,S,roll_q_balanced_keep90
S,518880,黄金ETF,2025-04-21,2025-05-08,-0.021620921802175,6489.967011860665,6349.64794259853,,S,roll_q_balanced_keep90
S,159663,机床ETF,2025-05-09,2025-05-23,-0.0125899280575539,6349.64794259853,6269.706331810419,,S,roll_q_balanced_keep90
S,159887,银行ETF,2025-05-26,2025-06-10,0.0315142198308995,6269.706331810419,6467.291235426275,,S,roll_q_balanced_keep90
S,159992,创新药ETF,2025-06-11,2025-06-25,-0.0245700245700244,6467.291235426275,6308.389730870348,,S,roll_q_balanced_keep90
S,159887,银行ETF,2025-06-26,2025-07-10,0.0271777003484319,6308.389730870348,6479.837256657068,,S,roll_q_balanced_keep90
S,159851,金融科技ETF,2025-07-11,2025-07-25,-0.0183908045977011,6479.837256657068,6360.6678358449835,,S,roll_q_balanced_keep90
S,515210,钢铁ETF,2025-07-28,2025-08-11,0.0178189593727726,6360.6678358449835,6474.008317595607,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2025-08-12,2025-08-26,0.1870595771941063,6474.008317595607,7685.033576236169,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2025-08-27,2025-09-10,0.0413311862587224,7685.033576236169,8002.665130380122,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2025-09-11,2025-09-25,0.0424929178470256,8002.665130380122,8342.721722322622,,S,roll_q_balanced_keep90
S,159755,电池ETF,2025-09-26,2025-10-20,-0.0126705653021443,8342.721722322622,8237.014721942316,,S,roll_q_balanced_keep90
S,161226,白银LOF,2025-10-21,2025-11-04,-0.0449852507374632,8237.014721942316,7866.470549347566,,S,roll_q_balanced_keep90
S,159930,能源ETF,2025-11-05,2025-11-19,0.0188806473364799,7866.470549347566,8014.994605572603,,S,roll_q_balanced_keep90
S,159870,化工ETF,2025-11-20,2025-12-04,-0.0223390275952694,8014.994605572603,7835.947419902782,,S,roll_q_balanced_keep90
S,161226,白银LOF,2025-12-05,2025-12-19,0.3578886310904874,7835.947419902782,10640.343915308826,,S,roll_q_balanced_keep90
S,161226,白银LOF,2025-12-22,2026-01-07,-0.0038834951456311,10640.343915308826,10599.022191365879,,S,roll_q_balanced_keep90
S,512400,有色金属ETF,2026-01-08,2026-01-22,0.1003937007874016,10599.022191365879,11663.097253884895,,S,roll_q_balanced_keep90
S,512400,有色金属ETF,2026-01-23,2026-02-06,-0.0610553859572612,11663.097253884895,10951.00234959188,,S,roll_q_balanced_keep90
S,516750,建材ETF,2026-02-09,2026-03-03,-0.0294117647058822,10951.00234959188,10628.91404519212,,S,roll_q_balanced_keep90
S,159930,能源ETF,2026-03-04,2026-03-18,-0.0605898123324396,10628.91404519212,9984.910137896297,,S,roll_q_balanced_keep90
S,159611,电力ETF,2026-03-19,2026-04-02,-0.0455341506129596,9984.910137896297,9530.25573582046,,S,roll_q_balanced_keep90
S,159992,创新药ETF,2026-04-03,2026-04-20,-0.0059031877213695,9530.25573582046,9473.996847179253,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2026-04-21,2026-05-08,0.0745296671490594,9473.996847179253,10180.09067877076,,S,roll_q_balanced_keep90
S,159663,机床ETF,2026-05-11,2026-05-25,0.0690559440559441,10180.09067877076,10883.086451168394,,S,roll_q_balanced_keep90
S,159813,半导体ETF鹏华,2026-05-26,2026-06-09,-0.1063583815028901,10883.086451168394,9725.57899046609,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2026-06-10,2026-06-25,0.1709376820034944,9725.57899046609,11388.04691923825,,S,roll_q_balanced_keep90
S,159811,5G50ETF,2026-06-26,2026-07-10,-0.0844257996853696,11388.04691923825,10426.60195122705,,S,roll_q_balanced_keep90
S,159992,创新药ETF,2026-07-16,2026-07-30,-0.086908690869087,10426.60195122705,9520.439625432839,,S,roll_q_balanced_keep90
S,159766,旅游ETF,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,,S,roll_q_win_keep90
S,159852,软件ETF,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,,S,roll_q_win_keep90
S,159851,金融科技ETF,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,,S,roll_q_win_keep90
S,512980,传媒ETF,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,,S,roll_q_win_keep90
S,516970,基建ETF,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,,S,roll_q_win_keep90
S,512980,传媒ETF,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,,S,roll_q_win_keep90
S,512980,传媒ETF,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,,S,roll_q_win_keep90
S,516970,基建ETF,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,,S,roll_q_win_keep90
S,159887,银行ETF,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,,S,roll_q_win_keep90
S,159811,5G50ETF,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,,S,roll_q_win_keep90
S,512980,传媒ETF,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,,S,roll_q_win_keep90
S,159811,5G50ETF,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,,S,roll_q_win_keep90
S,162411,华宝油气LOF,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,,S,roll_q_win_keep90
S,162411,华宝油气LOF,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,,S,roll_q_win_keep90
S,162411,华宝油气LOF,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,,S,roll_q_win_keep90
S,501018,南方原油LOF,2023-09-07,2023-09-21,-0.0022189349112426,12113.952776073125,12087.072703345153,,S,roll_q_win_keep90
S,501018,南方原油LOF,2023-09-22,2023-10-16,-0.0160583941605839,12087.072703345153,11892.973725627202,,S,roll_q_win_keep90
S,159992,创新药ETF,2023-10-17,2023-10-31,0.0197674418604651,11892.973725627202,12128.067392296578,,S,roll_q_win_keep90
S,159992,创新药ETF,2023-11-01,2023-11-15,0.0137772675086107,12128.067392296578,12295.159021122707,,S,roll_q_win_keep90
S,159813,半导体ETF鹏华,2023-11-16,2023-11-30,-0.0234375000000001,12295.159021122707,12006.991231565142,,S,roll_q_win_keep90
S,560080,中药ETF,2023-12-01,2023-12-15,-0.0356550580431176,12006.991231565142,11578.881262280482,,S,roll_q_win_keep90
S,512980,传媒ETF,2023-12-18,2024-01-02,-0.0924050632911392,11578.881262280482,10508.934006398867,,S,roll_q_win_keep90
S,159611,电力ETF,2024-01-03,2024-01-17,-0.0244988864142539,10508.934006398867,10251.476825841211,,S,roll_q_win_keep90
S,159930,能源ETF,2024-01-18,2024-02-01,0.0471327572663,10251.476825841211,10734.657194694686,,S,roll_q_win_keep90
S,159887,银行ETF,2024-02-02,2024-02-26,0.0428571428571427,10734.657194694686,11194.713931610171,,S,roll_q_win_keep90
S,159930,能源ETF,2024-02-27,2024-03-12,-0.0184931506849314,11194.713931610171,10987.688399998204,,S,roll_q_win_keep90
S,512400,有色金属ETF,2024-03-15,2024-03-29,0.0135527589545014,10987.688399998204,11136.60189235055,,S,roll_q_win_keep90
S,162411,华宝油气LOF,2024-04-01,2024-04-17,-0.0498866213151928,11136.60189235055,10581.0344510088,,S,roll_q_win_keep90
S,161226,白银LOF,2024-04-18,2024-05-07,-0.0478260869565217,10581.0344510088,10074.984977264901,,S,roll_q_win_keep90
S,159996,家电ETF,2024-05-08,2024-05-22,-0.0080645161290322,10074.984977264901,9993.735098415991,,S,roll_q_win_keep90
S,161226,白银LOF,2024-05-23,2024-06-06,0.0061601642710471,9993.735098415991,10055.298148303564,,S,roll_q_win_keep90
S,161226,白银LOF,2024-06-07,2024-06-24,-0.0429141716566866,10055.298148303564,9623.7833575081,,S,roll_q_win_keep90
S,501018,南方原油LOF,2024-06-26,2024-07-10,-0.0007616146230007,9623.7833575081,9616.453743374432,,S,roll_q_win_keep90
S,159811,5G50ETF,2024-07-11,2024-07-25,-0.0774077407740775,9616.453743374432,8872.065784841396,,S,roll_q_win_keep90
S,159611,电力ETF,2024-07-26,2024-08-09,-0.0418648905803996,8872.065784841396,8500.637721536905,,S,roll_q_win_keep90
S,511260,十年国债ETF,2024-08-12,2024-08-26,0.0088593134631207,8500.637721536905,8575.947535748428,,S,roll_q_win_keep90
S,164701,贵金属LOF,2024-08-27,2024-09-10,-0.0157553290083409,8575.947535748428,8440.83066076444,,S,roll_q_win_keep90
S,164701,贵金属LOF,2024-09-11,2024-09-27,0.0420168067226891,8440.83066076444,8795.487411216729,,S,roll_q_win_keep90
S,159768,房地产ETF,2024-09-30,2024-10-21,-0.0913107511045656,8795.487411216729,7992.364849367777,,S,roll_q_win_keep90
S,159996,家电ETF,2024-10-22,2024-11-05,0.0029761904761904,7992.364849367777,8016.151649514705,,S,roll_q_win_keep90
S,164701,贵金属LOF,2024-11-06,2024-11-20,-0.0259291270527225,8016.151649514705,7808.299834920547,,S,roll_q_win_keep90
S,159852,软件ETF,2024-11-21,2024-12-05,0.0,7808.299834920547,7808.299834920547,,S,roll_q_win_keep90
S,512980,传媒ETF,2024-12-06,2024-12-20,-0.0339366515837104,7808.299834920547,7543.312283961705,,S,roll_q_win_keep90
S,512980,传媒ETF,2024-12-23,2025-01-07,-0.0949445129469791,7543.312283961705,6827.116173153996,,S,roll_q_win_keep90
S,501018,南方原油LOF,2025-01-08,2025-01-22,0.0147172734314486,6827.116173153996,6927.592708622569,,S,roll_q_win_keep90
S,501018,南方原油LOF,2025-01-23,2025-02-14,-0.0069071373752876,6927.592708622569,6879.742874104072,,S,roll_q_win_keep90
S,512980,传媒ETF,2025-02-17,2025-03-03,-0.0832408435072142,6879.742874104072,6307.067274150903,,S,roll_q_win_keep90
S,159852,软件ETF,2025-03-04,2025-03-18,0.0188679245283018,6307.067274150903,6426.0685434745055,,S,roll_q_win_keep90
S,159663,机床ETF,2025-03-19,2025-04-02,-0.0551839464882943,6426.0685434745055,6071.452720841297,,S,roll_q_win_keep90
S,518880,黄金ETF,2025-04-03,2025-04-18,0.068931491401184,6071.452720841297,6489.967011860665,,S,roll_q_win_keep90
S,518880,黄金ETF,2025-04-21,2025-05-08,-0.021620921802175,6489.967011860665,6349.64794259853,,S,roll_q_win_keep90
S,159663,机床ETF,2025-05-09,2025-05-23,-0.0125899280575539,6349.64794259853,6269.706331810419,,S,roll_q_win_keep90
S,159887,银行ETF,2025-05-26,2025-06-10,0.0315142198308995,6269.706331810419,6467.291235426275,,S,roll_q_win_keep90
S,159992,创新药ETF,2025-06-11,2025-06-25,-0.0245700245700244,6467.291235426275,6308.389730870348,,S,roll_q_win_keep90
S,159887,银行ETF,2025-06-26,2025-07-10,0.0271777003484319,6308.389730870348,6479.837256657068,,S,roll_q_win_keep90
S,159851,金融科技ETF,2025-07-11,2025-07-25,-0.0183908045977011,6479.837256657068,6360.6678358449835,,S,roll_q_win_keep90
S,515210,钢铁ETF,2025-07-28,2025-08-11,0.0178189593727726,6360.6678358449835,6474.008317595607,,S,roll_q_win_keep90
S,159811,5G50ETF,2025-08-12,2025-08-26,0.1870595771941063,6474.008317595607,7685.033576236169,,S,roll_q_win_keep90
S,159811,5G50ETF,2025-08-27,2025-09-10,0.0413311862587224,7685.033576236169,8002.665130380122,,S,roll_q_win_keep90
S,159811,5G50ETF,2025-09-11,2025-09-25,0.0424929178470256,8002.665130380122,8342.721722322622,,S,roll_q_win_keep90
S,159755,电池ETF,2025-09-26,2025-10-20,-0.0126705653021443,8342.721722322622,8237.014721942316,,S,roll_q_win_keep90
S,161226,白银LOF,2025-10-21,2025-11-04,-0.0449852507374632,8237.014721942316,7866.470549347566,,S,roll_q_win_keep90
S,159930,能源ETF,2025-11-05,2025-11-19,0.0188806473364799,7866.470549347566,8014.994605572603,,S,roll_q_win_keep90
S,159870,化工ETF,2025-11-20,2025-12-04,-0.0223390275952694,8014.994605572603,7835.947419902782,,S,roll_q_win_keep90
S,161226,白银LOF,2025-12-05,2025-12-19,0.3578886310904874,7835.947419902782,10640.343915308826,,S,roll_q_win_keep90
S,161226,白银LOF,2025-12-22,2026-01-07,-0.0038834951456311,10640.343915308826,10599.022191365879,,S,roll_q_win_keep90
S,512400,有色金属ETF,2026-01-08,2026-01-22,0.1003937007874016,10599.022191365879,11663.097253884895,,S,roll_q_win_keep90
S,512400,有色金属ETF,2026-01-23,2026-02-06,-0.0610553859572612,11663.097253884895,10951.00234959188,,S,roll_q_win_keep90
S,516750,建材ETF,2026-02-09,2026-03-03,-0.0294117647058822,10951.00234959188,10628.91404519212,,S,roll_q_win_keep90
S,159930,能源ETF,2026-03-04,2026-03-18,-0.0605898123324396,10628.91404519212,9984.910137896297,,S,roll_q_win_keep90
S,159611,电力ETF,2026-03-19,2026-04-02,-0.0455341506129596,9984.910137896297,9530.25573582046,,S,roll_q_win_keep90
S,159992,创新药ETF,2026-04-03,2026-04-20,-0.0059031877213695,9530.25573582046,9473.996847179253,,S,roll_q_win_keep90
S,159811,5G50ETF,2026-04-21,2026-05-08,0.0745296671490594,9473.996847179253,10180.09067877076,,S,roll_q_win_keep90
